item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Contra o Aborto","Francisco Razzo",Francisco,Razzo,9788501110213,8501110213,"A discussão do aborto sendo pensada a partir de um panorama retórico e político Neste ensaio Contra o aborto, Francisco Razzo sustenta a teoria de que, atualmente, o que se promove como ""debate"" é, na realidade, propaganda em defesa da prática. O autor procura mostrar como o suposto debate se impõe de cima para baixo por mentalidades que carregam forte componente racista, preconceituoso e eugênico, presentes, primeiro, em organizações internacionais e, segundo, em uma complexa rede de influência formada por grupos engajados em vários níveis de atuação e com amplo respaldo de intelectuais, acadêmicos, filósofos, jornalistas, juristas, médicos e até teólogos. Ao trazer uma análise da questão sob uma perspectiva filosófica e se concentrar em dialogar de maneira argumentativa com o leitor, esta se torna uma obra indispensável tanto para aqueles que são contra quanto para os que são a favor da prática.",,,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Deus Vivo e Verdadeiro, O","Luis F. Ladaria",Luis,Ladaria,9788515029280,8515029286,,Loyola,,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Deus Uno e Trino","Pe. João Paulo de M. Dantas",Pe.,Dantas,9788577840403,8577840409,"""O Mistério da Santíssima Trindade é o mistério central da fé e da vida cristã. É o mistério de Deus em si mesmo. É, portanto, a fonte de todos os outros mistérios da fé e a luz que os ilumina. É o ensinamento mais fundamental e essencial na 'hierarquia das verdades da fé'. 'Toda a história da salvação não é senão a história do caminho e dos meios pelos quais o deus verdadeiro e único, Pai, Filho e Espírito Santo, Se revela, reconcilia consigo e Se une aos homens que se afastaram do pecado'"" (Catecismo da Igreja Católica n.234).",Ecclesiae,2013-01-01,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"A Filha de Sião","Joseph Ratzinger",Joseph,Ratzinger,9788534936545,8534936544,"""O pequeno livro que aqui apresento ao público é a reprodução de três conferências feitas por mim na primavera de 1975 em Puchberg, próximo a Linz. Após anos de declínio do culto mariano na Igreja, houve um desejo de constatar, da maneira mais sóbria possível, o que havia efetivamente permanecido da fé mariana, e o que deveria continuar a permanecer. Tratava-se, então, de uma introdução que não tinha a necessidade de um detalhamento completo, mas que tinha de mostrar corretamente a perspectiva a partir da qual tanto o elemento particular quanto o todo pudessem ser compreendidos de forma adequada.""",Paulus,2017-01-01,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Livro da Misericórdia Divina","Regis Castro",Regis,Castro,9788573450187,8573450185,"Este é um livro de oração. É bom que você o leia - em oração - lentamente, meditando bem o sentido de cada versículo e assimilando pela fé o seu conteúdo. Assim a palavra de Deus, acolhida no coração e vivificada pela ação do divino Espírito Santo, dará fruto na sua vida. Contém história de Santa Faustina, Revelações da Misericórdia Divina, Terço da Misericórdia Divina e orações.",Raboni,1997-01-01,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Evangelho Segundo o Espiritismo, O","Allan Kardec",Allan,Kardec,9788573412581,8573412585,"Baseado em instruções de Espíritos Superiores, sempre registradas nos finais dos Capítulos, Kardec explica as máximas morais de Jesus, convidando-nos a vivenciá-las no nosso dia-a-dia. Expondo com clareza e simplicidade à razão e ao coração, é o livro de cabeceira de milhares e milhares de criaturas. A sua Introdução define o objetivo desta obra: abordar exclusivamente o ensinamento moral do Evangelho, pois esse código divino ?é, acima de tudo, o caminho infalível da felicidade esperada?.","Instituto de Difusão Espírita",2005-01-01,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Carta de Paulo aos Romanos","Isidoro Mazzarolo",Isidoro,Mazzarolo,9788589383042,859383040,,Mazzarolo,2006-01-01,,assunto.bíblia,,,223,,,,,,,,,,,,,2018-07-21,1
book,"Religião e Espaço Público no Centro-Oeste","Paulo Rogério Rodrigues Passos, Edson Matias Dias, Cristiano Santos Araujo (orgs.)",Paulo,Passos,9788569818007,,,"Espaço Acadêmico",2015-01-01,,,,,182,,,,,,,,,,,,,2018-07-21,1
book,"Dez Mandamentos explicados para crianças, Os","Antonio Bueno Lopes (coord.)",Antonio,Lopes,9788562015748,,,"Associação Nossa Senhora das Graças",2017-01-01,,,,,43,,,,,,,,,,,,,2018-07-21,1
book,"Um Padre para a Missão","José Allamano",José,Allamano,9788515002238,851500223X,,"Edicoes Loyola",,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Como Vencer um Debate sem Precisar Ter Razão","Arthur Schopenhauer",Arthur,Schopenhauer,9780000043665,0000043664,"Ensaio do filosofo alemao Schopenhauer (1788-1860) que trata da eristica, prefaciado e anotado por Olavo de Carvalho, autor de, entre outros, O imbecil coletivo e Aristoteles em nova perspectiva. O autor desvenda, em 38 ""estratagemas"", os processos de argumentacao que podem levar um debatedor a conquistar a premissa do titulo: vencer a discussao mesmo que a razao esteja com o outro. Livro perturbador e sempre atual, e indicado nao so para estudantes de direito, filosofia e sociologia como tambem, sobretudo, para os interessados nas questoes culturais e politicas que movem a humanidade em todos os tempos.",Topbooks,2003-01-01,,,,,,,,,,,,,,,,,,2018-07-21,1
book,"Mysterium Salutis - Compêndio de Dogmática Histórico-Salvífica - Volume IV/7 - A Graça [cópia]","Heinrich Gross, Franz Mussner, Piet Fransen",Heinrich,Gross,,,,Vozes,1978-01-01,,,,,148,,,,,,,,,,,,,2018-07-21,1
book,Évora,,,,9789727507887,9727507883,,,,,categoria.turismo,,,,,,,,,,,,,,,,2018-07-22,1
book,"Califórnia - Guia Visual","Vários Autores",Vários,Autores,9788574020211,8574020214,"Símbolo da riqueza e bem-estar norte-americanos, a Califórnia une a beleza de suas praias à fantasia de Hollywood. Com 1.200 fotos coloridas e mapas detalhados da região, o ""Guia Visual Califórnia"" é um roteiro completo pelas praias, vinícolas e as duas metrópoles desse grande estado, Los Angeles e São Francisco.[...]",PubliFolha,1998-01-01,"Guia Visual Folha",categoria.turismo,,,620,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Canadá - Guia Visual",,,,9788574022086,857402208X,,Unknown,,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia Visual - México",,,,9788574021614,857402161X,,Publifolha,,,categoria.turismo,,,384,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Caribe - Guia Visual","Vários Autores",Vários,Autores,9788579141430,8579141435,"O ""Guia Visual Caribe"" apresenta o que existe de melhor nas ilhas e praias da região caribenha. Há informações detalhadas sobre gastronomia, vida noturna, músicas e festivais, fauna e flora, esportes aquáticos, atividades ao ar livre, locais mais procurados para mergulho, caminhadas e golfe. São 22 ilhas, entre elas Cuba, com sua rica história cultural e política; Jamaica, com sua música contagiante e beleza natural; Porto Rico, com seus tesouros coloniais; St. Martin/Sint Maarten, um dos destinos turísticos mais chiques do Caribe, com seus cassinos e resorts de luxo; as famosas Ilhas Cayman; e muito mais.",Publifolha,2010-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Chile e Ilha de Páscoa - Guia Visual","Vários Autores",Vários,Autores,9788579142925,857914292X,"Uma variedade de paisagens surpreendentes, de regiões desérticas a vales férteis, passando por lagos e vulcões, florestas tropicais, praias, pradarias e altas montanhas, faz do Chile um disputado destino de viagens. Este guia traz informações ao turista sobre a capital, Santiago, o Vale Central, os Nortes Grande e Chico, a Região dos Lagos e Chiloé, o Norte e o Sul da Patagônia, a Terra do Fogo, a Ilha de Páscoa e a Ilha Robinson Crusoé. Apresenta ainda indicações detalhadas sobre hospedagem, restaurantes, compras, diversão e passeios ao ar livre.",Publifolha,2011-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Estados Unidos - Guia Visual","Vários Autores",Vários,Autores,9788574027708,8574027707,"O guia traz indicações de museus, parques nacionais, esportes e atividades recreativas nos 50 Estados do país, além de indicações de hotéis, bares, restaurantes e cafés para todos os bolsos. Ricamente ilustrado com mais de 2.400 fotos coloridas, ilustrações e mapas das principais atrações, traz ainda um Manual de Sobrevivência que mostra como usar o transporte, o telefone e o correio. Com o ""Guia Visual Estados Unidos"", você aproveitará ao máximo sua visita antes, durante e depois da viagem.[...]",Publifolha,2007-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Europa - Guia Visual",,,,9788574023533,8574023531,,Publifolha,,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"França - Guia Visual","Vários Autores",Vários,Autores,9788574021072,8574021075,"O 'Guia Visual França' traz os vinhos da França, de Champanhe a Bordeaux, explicados em mapas e quadros. Um glossário visual das especialidades gastronômicas de cada região, da Alsácia à Provença. Vistas aéreas em 3D proporcionam acesso instantâneo a bairros, ruas e edifícios. Mais de 1400 fotografias em cores, tiradas especialmente para este guia, mostram o que há de melhor na França. Perspectivas e plantas ajudam a explorar edifícios públicos e monumentos. Em cada cidade, tudo sobre atrações, estilo de vida, mercados e festivais.",Publifolha,1996-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia Visual - Nova York","Vários Autores",Vários,Autores,9788579142697,8579142695,"Com mais de 1.500 fotos, ilustracoes e mapas, este guia procura retratar regioes de Nova York e fornecer informacoes necessarias para se fazer uma viagem a Big Apple e conhecer um pouco mais da historia e dos costumes locais. Apresenta os museus, igrejas, lojas, mercados, restaurantes e cafes, bem como comenta sobre festivais que ocorrem ao longo do ano. Traz, ainda, um mapa resistente a agua, e fornece dicas de hospedagem e diversas recomendacoes para o turista.",Publifolha,2013-01-01,,,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia Visual - Peru","Vários Autores",Vários,Autores,9788574029511,8574029513,"Peru é o novo destino da série Guias Visuais. Ricamente ilustrado, o guia traz roteiros com paisagens deslumbrantes como as Regiões dos Cânions, a Bacia Amazônica, a Costa Sul, a Sierra Central, os Altiplanos do Norte além das praias do Pacífico e da s Terras Incas. Com indicações de parques nacionais e de todas as cidades históricas. De Machu Picchu ao Lago Titicaca. O leitor encontrará ainda os melhores hotéis, restaurantes, bares e museus para todos os bolsos, além de mapas das principais atrações e um guia de conversação português-espanhol. O Guia Visual Peru apresenta diversas opções de roteiros para o leitor aproveitar a viagem ao máximo.[...]",Publifolha,2009-01-01,,categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia Visual - Walt Disney World Resort &amp; Orlando","Vários Autores",Vários,Autores,9788574026954,8574026956,"Sucesso no mundo todo, o ""Guia Visual Walt Disney World Resort &amp; Orlando"" traz mais de 600 fotos coloridas, ilustrações e mapas das principais atrações. Além de indicações e informações preciosas sobre os vários parques temáticos da Flórida, o guia apresenta um Manual de Sobrevivência que mostra como usar os transportes. Traz informações exclusivas para brasileiros e dados sobre hotéis, bares, restaurantes e cafés para todos os bolsos. Com este guia, o leitor poderá aproveitar ao máximo sua visita antes, durante e depois da viagem.",Publifolha,2006-01-01,,categoria.turismo,,,,,,,,,,,,,,,,2018-07-22,1
book,"Wallpaper City Guide - São Francisco","Vários Autores",Vários,Autores,9788574028859,8574028851,"Guia Wallpaper mostra o que há de mais sofisticado em São Francisco, com destaque para o design e a arquitetura local. Apresenta uma relação de tudo o que você precisa saber sobre a cidade. Quer sua viagem dure 48 horas, quer cinco dias, a trabalho ou em férias, o guia oferece uma seleção exclusiva e cuidadosa dos melhores restaurantes, bares, hotéis, museus, academias e lojas extraordinárias. O guia também traz o roteiro mais descolado para o viajante ficar sintonizado com as novidades e ainda opções de passeios próximos da cidade.",Publifolha,2008-01-01,,categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Las Vegas - Guia Visual de Bolso","Vários Autores",Vários,Autores,9788579144141,8579144140,"Repleto de fotos e mapas, este guia de bolso revela o que a cidade que nunca dorme oferece de melhor: resorts luxuosos, espetáculos fantásticos, cassinos grandiosos, shoppings colossais, restaurantes excelentes e parques temáticos, além da beleza natural de lagos, parques, deserto e cânions próximos de Las Vegas. Para facilitar o planejamento dos passeios, a cidade é dividida em quatro regiões: South Strip, North Strip, Centro e Fremont Street, além de arredores. O mapa avulso traz as principais orientações para o visitante, como transporte público, atrações e dados úteis",Publifolha,2013-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Lisboa - Guia Visual de Bolso","Vários Autores",Vários,Autores,9788579143854,8579143853,"A capital de Portugal, instalada sobre as colinas ao norte do rio Tejo, é vibrante, rica em história, exibe encantos arquitetônicos e belas praças, além de ostentar uma faceta moderna. Sua beleza convida o visitante a percorrê-la a pé, o que permite explorar seus encantos. Nesse guia, a cidade está dividida em quatro grandes áreas - Alfama, Baixa e Avenida, Bairro e Estrela, e Belém -, e duas seções adicionais apresentam as atrações situadas fora de Lisboa. Prático e de fácil consulta, o Guia visual de bolso Lisboa traz informações sobre atrações, hotéis, restaurantes e um mapa desdobrável.",Publifolha,2012-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Espanhol - Guia de Conversação para Viagens","Vários Autores",Vários,Autores,9788574020655,8574020656,"O guia traz as palavras e frases essenciais para todos os viajantes. Vocabulário organizado por assunto - frases do dia-a-dia, transporte, compras, hotéis, emergências. Manual para entender menus - tradução dos nomes de centenas de pratos e ingredientes. Transcrição da pronúncia - um modo fácil de falar bem.[...]",PubliFolha,2004-01-01,"Guia Visual Folha",categoria.turismo,,,143,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Francês - Guia de Conversação para Viagens","Vários Autores",Vários,Autores,9788574020662,8574020664,"O Guia de Conversação ""Francês"" traz expressões essenciais para quem não conhece o idioma, organizado pelas situações mais comuns enfrentadas pelo estrangeiro nos transportes, compras, hotéis, serviços e emergências, além de um manual para entender os menus de restaurantes e uma lista completa de pratos e ingredientes. Traz ainda um guia de pronúncia para conhecer os sons do francês e um minidicionário com as palavras mais comuns. A série Guia de Conversação para Viagens complementa a coleção Guias Visuais.[...]",Publifolha,1999-01-01,"Guia Visual Folha",categoria.turismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Inglês - Guia de Conversação para Viagens","Vários Autores",Vários,Autores,9788574021096,8574021091,"O guia traz um amplo repertorio de palavras e frases uteis, distribuidas em secoes tematicas como hoteis, no carro, compras e servicos, saude e assim por diante, alem de um minidicionario com cerca de 2.000 palavras. Oferece, tambem, um amplo manual de termos ligados a culinaria, com aproximadamente 600 itens, entre pratos, ingredientes, modos de preparo e apresentacao. As principais respostas que o leitor precisara fazer durante a viagem aparecem destacadas em quadros, assim como expressoes ou instrucoes provalvemente ira ver ou ouvir. A introducao ensina em linhas gerais o basico da pronuncia do idioma.",Publifolha,2009-01-01,"Guia Visual Folha",,,,,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Melhor da América do Sul, O - Guia",,,,7893614027265,,,Abril,2005-04-01,,categoria.turismo,,,322,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Melhor da Europa, O - Guia",,,,7893614019314,,,Abril,2004-06-01,,categoria.turismo,,,322,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia de Viagem - Miami e Orlando",,,,9788536401843,,,Abril,2007-01-01,,categoria.turismo,,,272,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Melhor de Buenos Aires, O",,,,9788536409276,,,Abril,2010-01-01,,categoria.turismo,,,210,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Guia Quatro Rodas - Rio Grande do Norte",,,,9788536401966,,,Abril,2008-01-01,,categoria.turismo,,,130,,,,,,,,,," Not begun"," "," ",2018-07-22,1
book,"Legenda Áurea - Vidas de Santos","Jacopo de Varazze",Jacopo,Varazze,9788535903676,8535903674,"em&gt; Legenda áurea  é uma reunião de biografias de santos escritas no século XIII com a intenção de difundir valores morais edificantes e arregimentar um maior número de fiéis para a Igreja Católica. O objetivo imediato do autor era fornecer aos frades material para elaboração de sermões, de modo a proporcionar uma pregação mais eficiente. A coletânea conheceu enorme sucesso na Idade Média e se tornou referência nos estudos religiosos. Ao selecionar vasto material erudito e popular, Jacopo de Varazze conta a trajetória dos santos de forma envolvente - tendo em vista os que ouviam a pregação - e também eficiente do ponto de vista teológico. Nos relatos, o autor combina simbologia e história, teologia e mitologia. Na história de Santo Antônio, por exemplo, Varazze narra o encontro do santo com personagens pagãos, como um centauro e um sátiro. Ao falar de São Julião e de Judas, compara-os a Édipo.O enfrentamento entre romanos e cristãos é freqüente nas narrativas e manifesta de forma palpável o eterno conflito entre o Mal e o Bem. A própria vida cotidiana era, na época, entendida como um combate incessante pela salvação espiritual. A ascese da vida religiosa, feita de jejuns, penitências e privações, também pode ser compreendida por essa crença. Em  Legenda áurea  , conta-se que, para aplacar o apetite sexual, São Bento jogou-se sobre moitas espinhosas e São Francisco cobriu de neve o corpo nu.Até o final do século XV,  Legenda áurea  era uma obra de enorme popularidade e, durante anos, foi mais editada do que a própria Bíblia. Hoje, são conhecidos quase 1100 manuscritos do texto. O autor da obra nasceu em 1226 na pequena cidade de Varazze, próxima a Gênova, e chegou a arcebispo, nomeado pelo papa Nicolau IV. Jacopo de Varazze morreu em 1298, reconhecido pelos seus pares e admirado por seus conterrâneos.[...]","Companhia das Letras",,,,,,,,,,,,,,,,,,,2018-07-31,1
book,"Catena Aurea - Vol. 1 - Evangelho De São Mateus","Tomás de Aquino",Tomás,Aquino,9788584910915,8584910913,"Toma ́s de Aquino organizou a Catena A ́urea a pedido do Papa Urbano IV, no final de 1262 e ini ́cio de 1263. A intenc ̧a~o era apenas compilar os comenta ́rios dos Padres da Igreja aos Evangelhos, mas o Aquinate decidiu organiza ́-los numa exposic ̧a~o conti ́nua, versi ́culo por versi ́culo, o que permite uma leitura sem interrupc ̧a~o, como se tudo emanasse de um u ́nico autor.",,,"Catena Aurea",assunto.bíblia,,,884,,,,,,,,,,,,,2018-07-31,1
book,"Heresia Protestante - Polêmica com um Pastor Presbiteriano","Dr. Carlos de Laet",Dr.,Laet,9788594424020,,,CDB,2018-01-01,,,,,269,,,,,,,,,,,,,2018-08-08,1
book,"Comentário ao Novo Testamento III","Miguel Salvador Garcia",Miguel,Garcia,9788527611206,8527611201,"Comentário ao Novo Testamento - tomo III, obra que completa a coleção Comentário Bíblico, traz as principais chaves para entender de forma adequada o texto bíblico, procurando aproximá-lo à vida concreta do homem do nosso tempo e às exigências da Igreja na atualidade.","Ave Maria",2005-01-01,,assunto.bíblia,,,,,,,,,,,,,,,,2018-08-09,1
book,"Para Ler os Padres da Igreja","Adalbert-G. Hamman",Adalbert-G.,Hamman,9788534901024,8534901023,,PAULUS,2000-01-01,,,,,,,,,,,,,,,,,,2018-08-09,1
book,"Dicionário Enciclopédico da Bíblia (Em Portuguese do Brasil)","Vários Autores",Vários,Autores,9788534938211,8534938210,"A presente edição brasileira baseia-se na terceira edição em língua francesa, de 2002. O aspecto conciso não impede a diversidade dos assuntos bíblicos tratados - os livros bíblicos canônicos e apócrifos, os nomes geográficos, os personagens, a fauna e a flora, os minerais, os objetos e os utensílios do culto e da vida cotidiana, as instituições políticas e religiosas, as comunidades, as línguas bíblicas, as principais traduções, os grandes conceitos teológicos e antropológicos, a investigação bíblica científica, o contexto sócio-histórico-cultural, a arqueologia, as modernas ´leituras´ da Bíblia.",PAULUS,2014-01-01,,"assunto.bíblia, categoria.dicionário",,,,,,,,,,,,," Not begun"," "," ",2018-08-09,1
book,"Comentário ao Antigo Testamento II","Vários Autores",Vários,Autores,9788527609760,8527609762,"Comentário ao Antigo Testamento - tomo II faz parte da coleção Comentário Bíblico, composta de três tomos, dois sobre o Antigo Testamento e um sobre o Novo Testamento. A presente obra é um extenso comentário explicativo e atualizado dos Escritos Proféticos, Poéticos e Sapienciais.","Ave Maria",1997-01-01,,assunto.bíblia,,,,,,,,,,,,,,,,2018-08-09,1
book,"Comentário ao Antigo Testamento I","Vários Autores",Vários,Autores,9788527609418,852760941X,"Comentário ao Antigo Testamento - tomo I faz parte da coleção Comentário Bíblico, composta de três tomos, dois sobre o Antigo Testamento e um sobre o Novo Testamento. A presente obra é um extenso comentário explicativo e atualizado sobre o Pentateuco, a História Deuteronomista, a História Cronística e a História Episódica.","Ave Maria",1999-01-01,,assunto.bíblia,,,,,,,,,,,,,,,,2018-08-09,1
book,"Padres Da Igreja, Os - De Clemente Romano A Santo Agostinho","Joseph Ratzinger",Joseph,Ratzinger,9788534934183,8534934185,"Este livro reúne as catequeses que o Santo Padre Bento XVI quis dedicar aos mais importantes escritores eclesiásticos dos primeiros quatro séculos cristãos de Clemente Romano até Santo Agostinho. Esses autores são geralmente chamados Padres da Igreja. Mas quem são exatamente os Padres da Igreja? São assim chamados aqueles escritores eclesiásticos dos primeiros séculos que tendo se distinguido pela santidade de vida pela excelência e ortodoxia da doutrina mereceram ser agraciados pela Igreja com esse prestigioso e significativo título.O Papa Bento com a vivacidade da linguagem falada abre uma fascinante galeria de vinte e seis quadros cada um deles dedicado a um autor das origens cristãs. Procede principalmente em ordem cronológica - dos Padres apostólicos e apologetas até os grandes Padres que viveram entre o século III e as primeiras décadas do século V - considerando as Igrejas do Ocidente e do Oriente.",PAULUS,2013-01-01,,,,,,,,,,,,,,,,,,2018-08-09,1
book,"Introdução à Teologia Moral","Klaus Demmer",Klaus,Demmer,9788515019144,8515019140,,"Edicoes Loyola",,,,,,120,,,,,,,,,,,,,2018-08-09,1
book,"Cartas de São Paulo aos Filipenses, aos Colossenses e a Filêmon, As","Scott Hahn, Curtis Mitch",Scott,Hahn,9788584910908,8584910905,"Este livro conduz o leitor por um profundo estudo das cartas de São Paulo aos filipenses, aos colossenses e a Filêmon, usando como guia o próprio texto bíblico e as diretrizes da própria Igreja Católica. Cada página traz várias observações e oferece novos esclarecimentos e comentários dos renomados professores Scott Hahn e Curtis Mitch, especialistas em estudo bíblico, além de algumas interpretações feitas pelos Padres da Igreja, há muito consagradas. Essas notas de estudo ajudam a tornar explícito aquilo que São Paulo frequentemente toma por pressuposto, além de fornecerem também preciosas informações históricas, culturais, geográficas e teológicas, pertinentes ao Novo Testamento.",,,"Cadernos de Estudo Bíblico","assunto.bíblia, cadernos de estudo bíblico",,,,,,,,,,,,," Completed"," 2022-10-24"," 2022-11-11",2018-08-09,1
book,"Homilias e Comentário ao Cântico dos Cânticos",Orígenes,Orígenes,Orígenes,9788534947596,,,Paulus,2018-01-01,Patrística,,,,373,,,,,,,,,,,,,2018-08-09,1
book,"Gaudium et Spes","Paulo VI",Paulo,VI,9788535612080,,,Paulinas,2011-01-01,,"a voz do papa",,,131,,,,,,,,,,,,,2018-08-09,1
book,"Nostra Aetate","Paulo VI",Paulo,VI,9788535612042,,,Paulinas,2007-01-01,,,,,14,,,,,,,,,,,,,2018-08-09,1
book,"Unitatis Redintegratio","Paulo VI",Paulo,VI,9788535612394,,,Paulinas,2005-01-01,,,,,51,,,,,,,,,,,,,2018-08-09,1
book,"Ut Unum Sint","João Paulo II",João,II,9788535612424,,,Paulinas,2004-01-01,,,,,129,,,,,,,,,,,,,2018-08-09,1
book,"A Verdadeira História da Inquisição","Rino Cammilleri",Rino,Cammilleri,9788584910960,8584910964,"A histo ́ria da Inquisic ̧a~o e ́ bem diferente do que habitualmente se conta. Os especialistas acade^micos ha ́ muito tempo ja ́ desconstrui ́ram a ‘lenda negra’ imposta sobre aquela instituic ̧a~o eclesia ́stica e redimensionaram notavelmente a sua imagem. Por isso, A Verdadeira Histo ́ria da Inquisic ̧a~o e ́ uma obra dida ́tica e esclarecedora. Segundo o Prof. Franco Cardini, professor de Histo ́ria Medieval da Universidade de Firenze, “das suas pa ́ginas emerge o perfil de uma instituic ̧a~o severa que, todavia, deve ser inserida no contexto histo ́rico da e ́poca e considerada a` luz dos documentos, os quais narram os fatos de modo bem diferente daquele que por muito tempo lhes fora atribui ́do”.",,,,,,,168,,,,,,,,,,,,,2018-08-15,1
book,"Como ler a Carta aos Hebreus","Pedro Lima Vasconcellos",Pedro,Vasconcellos,9788534921282,8534921288,"Nenhum dos nomes do título tradicional Carta aos Hebreus designa adequadamente este escrito enigmático e muitas vezes mal compreendido. Já se pensou que seria um convite à fuga do mundo e um refúgio nas esperanças pelo céu e pela vida além da morte. Também já se leu esse escrito como uma fundamentação do sacerdócio ordenado.A proposta aqui é percorrer a reflexão proposta por Hebreus do começo ao fim e deixar que ele fale identificando para nós quais são suas maiores preocupações. E aí se perceberá um texto desafiador que convoca a comunidade a não abandonar seus compromissos e esperanças mesmo que isso acarrete perseguições e humilhação. Ela tem em quem se apoiar: Jesus Cristo o único e definitivo sacerdote.Da mesma forma que ele que se solidarizou com seus irmãos e irmãs até a morte a comunidade saberá enfrentar os desafios do momento presente tendo a certeza de que não cabe apegar-se a seguranças que venham do poder estabelecido ou dos valores impostos à sociedade: ela tem os olhos voltados à cidade bem alicerçada cujo arquiteto e construtor é o próprio Deus.",PAULUS,2003-01-01,,assunto.bíblia,,,,,,,,,,,,,,,,2018-09-01,1
book,"Ad Gentes","Paulo VI",Paulo,VI,9788535610802,,,Paulinas,2006-01-01,,"a voz do papa",,,86,,,,,,,,,,,,,2018-09-13,1
book,"Inter Mirifica","Paulo VI",Paulo,VI,,,,Paulinas,1966-12-04,,"a voz do papa",,,22,,,,,,,,,,,,,2018-09-27,1
book,"Aperite portas Redemptori","João Paulo II",João,II,,,,Paulinas,1983-01-06,,"a voz do papa",,,47,,,,,,,,,,,,,2018-09-27,1
book,"Tertio Millennio Adveniente","João Paulo II",João,II,,,,Paulinas,1994-11-10,,,,,78,,,,,,,,,,,,,2018-09-27,1
book,"Ecclesia in Africa","João Paulo II",João,II,,,,Paulinas,1995-09-14,,"a voz do papa",,,169,,,,,,,,,,,,,2018-09-27,1
book,"A Colaboração interinstitutos para a formação","Congregação para os Institutos de Vida Consagrada e as Sociedades de Vida Apostólica",Congregação,Apostólica,,,,Paulinas,1998-12-08,,"a voz do papa",,,65,,,,,,,,,,,,,2018-09-27,1
book,"Mane Nobiscum Domine","João Paulo II",João,II,9788535614336,,,Paulinas,2004-10-07,,,,,47,,,,,,,,,,,,,2018-09-27,1
book,"Partir de Cristo","Congregação para os Institutos de Vida Consagrada e as Sociedades de Vida Apostólica",Congregação,Apostólica,9788535610208,,,Paulinas,2002-05-19,,"documentos da igreja",,,92,,,,,,,,,,,,,2018-09-27,1
book,"Erga Migrantes Caritas Christi","Pontifício Conselho da Pastoral para os Migrantes e os Itinerantes",Pontifício,Itinerantes,9788535613629,,,Paulinas,2004-05-03,"Documentos da Igreja",,,,116,,,,,,,,,,,,,2018-09-27,1
book,"A Eucaristia: fonte e ápice da vida e da missão da Igreja - Instrumentum laboris","Sínodo dos Bispos - XI Assembleia Geral Extraordinária",Sínodo,Extraordinária,9788535616125,,,Paulinas,2005-07-07,"Documentos da Igreja",,,,155,,,,,,,,,,,,,2018-09-27,1
book,"Ensino de Filosofia na Formação Presbiteral",CNBB,CNBB,CNBB,9788579725630,8579725631,"Esse subsídio apresenta uma reflexão sobre o ensino da Filosofia na formação presbiteral, sobre sua importância e articulação no contexto dos estudos de quem é candidato ao exercício do sacerdócio ministerial.",CNBB,2017-01-01,"Subsídios Doutrinais",,,,,,,,,,,,,,,,,2018-11-24,1
