item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Cânon Bíblico, O","Alessandro Lima",Alessandro,Lima,9788575520529,8575520520,,"Alessandro Ricardo Lima",,,assunto.bíblia,,,,,,,,,,,,," Completed"," "," ",2018-07-20,1
book,"De Magistro","Santo Agostinho, Tomás de Aquino",Santo,Agostinho,9788594090010,,,CEDET,2017-01-01,,,,,175,,,,,,,,,,,,,2018-07-20,1
book,"Num Só Corpo","Cesare Giraudo",Cesare,Giraudo,9788515027545,8515027542,[...],Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Teoria do Método Teológico","Clodovis Boff",Clodovis,Boff,9788532619631,8532619630,,,1999-01-01,,,,,758,,,,,,,,,,,,,2018-07-20,1
book,"Introdução à Filosofia","B. Mondin",B.,Mondin,9788534906319,8534906319,"Este guia divide-se em quatro partes - I exposição dos conceitos filosóficos - lógica, epistemologia, cosmologia, antropologia, metafísica, ética, política, estética, história. Nessa primeira parte, o autor analisa as soluções apresentadas pelos filósofos. II Os sistemas e escolas filosóficas mais importantes - os autores e suas doutrinas. III Fichas bibliográficas dos filósofos e escolas mais importantes, com informações sobre sua vida, obras e teorias. IV Roteiro crítico para leitura de quatro obras tomadas como introdução às grandes épocas da história da filosofia.",,1981-01-01,,,,,266,,,,,,,,,,,,,2018-07-20,1
book,"Didascalicon - A Arte de Ler","Hugo de São Vítor",Hugo,Vítor,9788567394527,856739452X,,Vide,2015-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Introdução à Teologia","J. B. Libanio, Afonso Murad",J.,Libanio,9788515014217,8515014211,"Todo saber tem seu mistério. E no mistério deve-se ser iniciado. O saber teológico vê-se envolvido mais que qualquer outro por véu misterioso por tratar-se em última análise de conhecimento a respeito do mistério dos mistérios: Deus. ""Tira as sandálias de teus pés porque este lugar em que estás é uma terra santa"" (Ex. 3:5) soa aos ouvidos de quem pensa aproximar-se do estudo da teologia. Só nessa atitude de reverência religiosa consegue-se penetrar o mundo da teologia. Nisso ela difere grandemente das outras ciências. O halo sagrado envolve-a e se ele se desfaz termina-se por praticar teologia secularizada. E esta por sua vez acaba passando atestado de óbito. O estudo da teologia hoje navega por mares bravios mas fascinantes. Talvez pudesse ter sido mais fácil estudar teologia em outras épocas em que a nau da Igreja quase parara nas calmarias da cristandade ou neocristandade. Depois que os ventos da modernidade e pós modernidade açoitam o pensamento religioso ora ferindo-o em sua raiz ora espalhando suas sementes por todas as partes a teologia ao mesmo tempo viu-se postergada à condição de produto supérfluo da sociedade industrial burguesa e sumamente desejada por novo mercado religioso.",Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Homem, Quem É Ele?, O","B. Mondin",B.,Mondin,9788534908917,8534908915,,PAULUS,1997-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Santo Tomás de Aquino","G. K. Chesterton",G.,Chesterton,9788584910212,8584910212,,ECCLESIAE,2015-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,Lexicon,"Pontifício Conselho para a Família",Pontifício,Família,9788560263141,8560263144,,,,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Introdução à Bíblia II/4 - Os Doze Profetas e Daniel [cópia]","P. Teodorico Ballarini (dir.)",P.,Ballarini,,,,Vozes,1978-01-01,,,,,282,,,,,,,,,,,,,2018-07-20,1
book,"Introdução à Bíblia III/1 - Os Últimos Livros Históricos [cópia]","P. Teodorico Ballarini (dir.)",P.,Ballarini,,,,Vozes,1983-01-01,,,,,194,,,,,,,,,,,,,2018-07-20,1
book,"Apologia de Sócrates / Ditos e Feitos Memoráveis de Sócrates / Apologia de Sócrates","Platão, Xenofonte",Platão,Platão,9788513008454,8513008451,"Volume 1",,1999-01-01,"Pensadores, Os",,,,287,,,,,,,,,,,,,2018-07-20,1
book,"Diálogos - Eutífron / Apologia de Sócrates / Críton / Fédon",Platão,Platão,Platão,9788513008461,851300846X,"Volume 2",,,"Pensadores, Os",,,,191,,,,,,,,,,,,,2018-07-20,1
book,"A República",Platão,Platão,Platão,,8513012319,"Volume 3",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,," Completed"," "," ",2018-07-20,1
book,"Poética / Organon / Política / Constituição de Atenas",Aristóteles,Aristóteles,Aristóteles,9788513008478,8513008478,"Volume 4",,1999-01-01,"Pensadores, Os","os pensadores",,,315,,,,,,,,,,,,,2018-07-20,1
book,Confissões,"Santo Agostinho",Santo,Agostinho,9788513008485,8513008486,"Volume 5",,2005-01-01,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Seleção de Textos","Santo Tomás de Aquino",Santo,Aquino,,8513012300,"Volume 6",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"A História da Filosofia","Bernadette Siqueira Abrão (org.)",Bernadette,Abrão,9788513008614,8513008613,"Volume 7",,2004-01-01,"Pensadores, Os",,,,480,,,,,,,,,,,,,2018-07-20,1
book,"Príncipe, O / Escritos Políticos","Nicolau Maquiavel",Nicolau,Maquiavel,9788513008508,8513008508,"Volume 8",(vide),2004-01-01,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Utopia, A / Diálogo sobre o Conforto Espiritual e a Atribulação","Thomas More",Thomas,More,,8513012793,"Volume 9",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Ensaiador, O","Galileu Galilei",Galileu,Galilei,,8513012785,"Volume 10",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Ensaios - Volume 1","Michel de Montaigne",Michel,Montaigne,,8513012289,"Volume 11",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Leviatã ou Matéria, Forma e Poder de um Estado Eclesiástico e Civil","Thomas Hobbes de Malmesbury",Thomas,Malmesbury,,8513012483,"Volume 12",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Discurso do Método / As Paixões da Alma / Meditações","René Descartes",René,Descartes,9788513008515,8513008516,"Volume 13",,1979-01-01,"Pensadores, Os",,,,335,,,,,,,,,,,,,2018-07-20,1
book,"Pensamentos Metafísicos / Tratado da Correção do Intelecto / Ética / Tratado Político / Correspondência","Baruch de Espinosa",Baruch,Espinosa,,8513012475,"Volume 14",,,,"os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Novos Ensaios sobre o Entendimento Humano","Gottfried Wilhelm Leibniz",Gottfried,Leibniz,,8513012467,"Volume 15",,,,"os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Investigação acerca do Entendimento Humano / Ensaios Morais, Políticos e Literários","David Hume",David,Hume,9788513008522,8513008524,"Volume 16",,2005-01-01,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Crítica da Razão Pura","Immanuel Kant",Immanuel,Kant,,8513012459,"Volume 17",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Estética - A idéia e o ideal / Estética - O belo artístico ou o ideal","Georg Wilhelm Friedrich Hegel",Georg,Hegel,,8513008567,"Volume 18",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Mundo como Vontade e Representação (III Parte), O / Crítica da Filosofia Kantiana / Parerga e Paralipomena (Capítulos V, VII, XII, XIV)","Arthur Schopenhauer",Arthur,Schopenhauer,,8513012424,"Volume 19",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Curso de Filosofia Positiva / Discurso Preliminar sobre o Conjunto do Positivismo / Catecismo Positivista","Auguste Comte",Auguste,Comte,,8513012432,"Volume 20",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Obras Incompletas","Friedrich Nietzsche",Friedrich,Nietzsche,9788513008577,8513008575,"Volume 21",,1999-01-01,"Pensadores, Os","os pensadores",,,464,,,,,,,,,,,,,2018-07-20,1
book,"Para a Crítica da Economia Política / Do Capital / O Rendimento e suas Fontes","Karl Marx",Karl,Marx,,8513008583,"Volume 22",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Cinco Lições de Psicanálise / A História do Movimento Psicanalítico / Esboço de Psicanálise","Sigmund Freud",Sigmund,Freud,,8513012440,"Volume 23",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Novum Organum ou Verdadeiras Indicações acerca da Interpretação da Natureza / Nova Atlântida","Francis Bacon",Francis,Bacon,,8513012408,"Volume 24",,,,"os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Conferências e Escritos Filosóficos","Martin Heidegger",Martin,Heidegger,,8513012343,"Volume 25",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Monológio / Proslógio / A Verdade / O Gramático","Santo Anselmo de Cantuária",Santo,Cantuária,,8513012653,"Volume 26",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Ensaio acerca do Entendimento Humano","John Locke",John,Locke,,8513012394,"Volume 27",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Ensaios - Volume 2","Michel de Montaigne",Michel,Montaigne,,8513012270,"Volume 28",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,Pensamentos,"Blaise Pascal",Blaise,Pascal,,8513012580,"Volume 29",,,,"os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Princípios de (uma) Ciência Nova (acerca da natureza comum das nações)","Giambattista Vico",Giambattista,Vico,,8513012726,"Volume 30",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Tratado sobre os Princípios do Conhecimento Humano / Três Diálogos entre Hilas e Filonous em Oposição aos Céticos e Ateus","George Berkeley",George,Berkeley,,8513012645,"Volume 31",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Textos Escolhidos","Ivan Petrovich Pavlov",Ivan,Pavlov,,8513012718,"Volume 32",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Do Contrato Social / Ensaio sobre a Origem das Línguas","Jean-Jacques Rousseau",Jean-Jacques,Rousseau,,8513008532,"Volume 33",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Investigações Lógicas / Sexta Investigação / (Elementos de uma Elucidação Fenomenológica do Conhecimento)","Edmund Husserl",Edmund,Husserl,,8513012416,"Volume 34",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Sobrinho de Rameau, O / Diálogo entre D'Alembert e Diderot / O Sonho de D'Alembert / Continuação do Diálogo / Suplemento à Viagem de Bougainville ou Diálogo entre A e B / Paradoxo sobre o Comediante / Dos Autores e dos Críticos","Denis Diderot",Denis,Diderot,,851301270X,"Volume 35",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Princípios Matemáticos da Filosofia Natural / Óptica / O Peso e o Equilíbrio dos Fluidos","Isaac Newton",Isaac,Newton,,8513012386,"Volume 36",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Cartas, Conferências e Outros Escritos","Henri Bergson",Henri,Bergson,,8513012637,"Volume 37",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Discurso sobre a Origem e os Fundamentos da Desigualdade entre os Homens / Discurso sobre as Ciências e as Artes","Jean-Jacques Rousseau",Jean-Jacques,Rousseau,,8513008540,"Volume 38",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Textos Escolhidos","Theodor W. Adorno",Theodor,Adorno,,8513012351,"Volume 39",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Espírito das Leis, O - Volume I",Montesquieu,Montesquieu,Montesquieu,,8513012378,"Volume 40",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Lógica para Iniciantes / A História das Minhas Calamidades","Pedro Abelardo",Pedro,Abelardo,,8513012629,"Volume 41",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Pré-Socráticos, Os","José Cavalcante de Souza",José,Souza,,8513012335,"Volume 42",,,"Pensadores, Os","os pensadores",,,,,,,,,,,,,,,,2018-07-20,1
book,"Grandes Filósofos - Biografias e Obras","Eliel Silveira Cunha",Eliel,Cunha,,8513012688,"Volume 43",,,"Pensadores, Os",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Padres Apostólicos","Roque Frangiotti",Roque,Frangiotti,9788534900539,8534900531,"Volume 1",PAULUS,2000-01-01,Patrística,patrística,,,360,,,,,,,,,,,,,2018-07-20,1
book,"Padres Apologistas","Roque Frangiotti",Roque,Frangiotti,9788534900546,853490054X,"Volume 2",,1995-01-01,Patrística,patrística,,,311,,,,,,,,,,,,,2018-07-20,1
book,"I e II Apologias / Diálogo com Trifão","Justino de Roma",Justino,Roma,9788534900553,8534900558,"Volume 3",PAULUS,1997-01-01,Patrística,,,,324,,,,,,,,,,,,,2018-07-20,1
book,"Contra as heresias","Irineu de Lião",Irineu,Lião,9788534900560,8534900566,"Volume 4",PAULUS,1997-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Explicação dos símbolos / Sobre os sacramentos / Sobre os mistérios / Sobre a penitência","Ambrósio de Milão",Ambrósio,Milão,9788534900577,8534900574,"Volume 5",PAULUS,1997-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,Sermões,"Leão Magno",Leão,Magno,9788534900584,8534900582,"Volume 6",PAULUS,1996-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"A Trindade","Santo Agostinho",Santo,Agostinho,9788534900980,8534900981,"Volume 7",PAULUS,1997-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"Livre-arbítrio, O","Santo Agostinho",Santo,Agostinho,9788534902564,8534902569,"Volume 8",PAULUS,1997-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário aos Salmos (1-50)","Santo Agostinho",Santo,Agostinho,9788534907507,8534907501,"Volume 9/1",PAULUS,1997-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário aos Salmos (51-100)","Santo Agostinho",Santo,Agostinho,9788534907514,853490751X,"Volume 9/2",PAULUS,2009-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário aos Salmos (101-150)","Santo Agostinho",Santo,Agostinho,9788534907521,8534907528,"Volume 9/3",PAULUS,1998-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,Confissões,"Santo Agostinho",Santo,Agostinho,9788534907613,8534907617,"Volume 10",PAULUS,1997-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Solilóquios / A vida feliz","Santo Agostinho",Santo,Agostinho,9788534912013,8534912017,"Volume 11",,1998-01-01,Patrística,patrística,,,157,,,,,,,,,,,,,2018-07-20,1
book,"Graça (I), A - O espírito e a letra / A natureza e a graça / A graça de Cristo e o pecado original","Santo Agostinho",Santo,Agostinho,9788534913768,8534913765,"Volume 12",PAULUS,1999-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Graça (II), A - A graça e a liberdade / A correção e a graça / A predestinação dos santos / O dom da perseverança","Santo Agostinho",Santo,Agostinho,9788534915236,8534915237,"Volume 13",PAULUS,2000-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Homilia sobre Lucas 12 / Homilias sobre a origem do homem / Tratado sobre o Espírito Santo","Basílio de Cesaréia",Basílio,Cesaréia,9788534914079,8534914079,"Volume 14",Paulus,1999-01-01,Patrística,,,,187,,,,,,,,,,,,,2018-07-20,1
book,"História eclesiástica","Eusébio de Cesaréia",Eusébio,Cesaréia,9788534916622,8534916624,"Volume 15",PAULUS,2000-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Dos Bens do Matrimônio / A Santa Virgindade / Dos bens da viuvez: Cartas a Proba e a Juliana","Santo Agostinho",Santo,Agostinho,9788534916646,8534916640,"Volume 16",PAULUS,2001-01-01,Patrística,,,,284,,,,,,,,,,,,,2018-07-20,1
book,"A Doutrina cristã","Santo Agostinho",Santo,Agostinho,9788534917148,8534917140,"Volume 17",,2002-01-01,Patrística,,,,284,,,,,,,,,,,,,2018-07-20,1
book,"Contra os pagãos / A encarnação do Verbo / Apologia ao imperador Constâncio / Apologia de sua fuga / Vida e conduta de S. Antão","Santo Atanásio",Santo,Atanásio,9788534918190,8534918198,"Volume 18",PAULUS,2002-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Verdadeira religião, A / O cuidado devido aos mortos","Santo Agostinho",Santo,Agostinho,9788534918886,8534918880,"Volume 19",PAULUS,2002-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"Contra Celso",Orígenes,Orígenes,Orígenes,9788534922180,8534922187,"Volume 20",PAULUS,2004-01-01,Patrística,,,,688,,,,,,,,,,,,,2018-07-20,1
book,"Comentário ao Gênesis","Santo Agostinho",Santo,Agostinho,9788534922647,8534922640,"Volume 21",PAULUS,2005-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Tratado sobre a Santíssima Trindade","Santo Hilário de Poitiers",Santo,Poitiers,9788534924139,8534924139,"Volume 22",PAULUS,2005-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"Da incompreensibilidade de Deus / Da providência de Deus / Cartas a Olímpia","São João Crisóstomo",São,Crisóstomo,9788534927352,8534927359,"Volume 23",PAULUS,2007-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Contra os Acadêmicos / A Ordem / A Grandeza da Alma / O Mestre","Santo Agostinho",Santo,Agostinho,9788534929608,8534929602,"Volume 24",,,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Explicação de algumas proposições da Carta aos Romanos / Explicação da Carta aos Gálatas / Explicação incoada da Carta aos Romanos","Santo Agostinho",Santo,Agostinho,9788534930338,8534930333,"Volume 25",PAULUS,2009-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,Examerão,"Santo Ambrósio",Santo,Ambrósio,9788534931021,853493102X,"Volume 26",PAULUS,2009-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário às Cartas de São Paulo/1","São João Crisóstomo",São,Crisóstomo,9788534929912,8534929912,"Volume 27/1",PAULUS,2010-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário às Cartas de São Paulo/2","São João Crisóstomo",São,Crisóstomo,9788534930451,8534930457,"Volume 27/2",PAULUS,2010-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Comentário às Cartas de São Paulo/3","São João Crisóstomo",São,Crisóstomo,9788534930468,8534930465,"Volume 27/3",PAULUS,2013-01-01,Patrística,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Regra Pastoral","Gregório Magno",Gregório,Magno,9788534932462,8534932468,"Volume 28",PAULUS,2010-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"A Criação do homem / A alma e a ressurreição / A grande catequese","Gregório de Nissa",Gregório,Nissa,9788534932257,8534932255,"Volume 29",PAULUS,2011-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Tratado sobre os Princípios",Orígenes,Orígenes,Orígenes,9788534933490,8534933499,"Volume 30",PAULUS,2012-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"Apologia contra os livros de Rufino","São Jerônimo",São,Jerônimo,9788534935845,853493584X,"Volume 31",PAULUS,2013-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Fé e o símbolo, A / Primeira catequese aos não cristãos / A disciplina cristã / A continência","Santo Agostinho",Santo,Agostinho,9788534936439,8534936439,"Volume 32",PAULUS,2013-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Demonstração da pregação apostólica","Irineu de Lyon",Irineu,Lyon,9788534940382,853494038X,"Volume 33",Paulus,2014-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Homilias sobre o Evangelho de Lucas",Orígenes,Orígenes,Orígenes,9788534942751,8534942757,"Volume 34",PAULUS,2016-01-01,Patrística,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Sermão da Montanha e Escritos sobre a fé, O","Santo Agostinho",Santo,Agostinho,9788534944830,8534944830,"Volume 36",PAULUS,2017-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"A Trindade, Escritos éticos, Cartas",Novaciano,Novaciano,Novaciano,9788534945110,853494511X,"Volume 37",PAULUS,2017-01-01,Patrística,patrística,,,,,,,,,,,,,,,,2018-07-20,1
book,"Obras Completas I","Cipriano de Cartago",Cipriano,Cartago,9788534943864,,"Volume 35/1",Paulus,2016-01-01,Patrística,patrística,,,307,,,,,,,,,,,,,2018-07-20,1
book,"Suma Teológica - Volume 1 - Ia PARS","Santo Tomás de Aquino",Santo,Aquino,9788584910441,8584910441,"A Suma Teológica de Santo Tomás de Aquino é um dos tratados teológicos mais notáveis, abrangentes e indispensáveis de toda a história do cristianismo e do pensamento ocidental como um todo. Quase oito séculos depois de escrita, ela permanece sendo referência absoluta não só a neófitos, mas também aos mais exímios filósofos e teólogos. Esta edição unilíngue, fruto da parceria das editoras Ecclesiae e Permanência, republica a clássica e celebrada tradução do Dr. Alexandre Correia, primeira em língua portuguesa, em 5 volumes (incluindo o Suplemento).",Ecclesiae,2016-01-01,"Suma Teológica",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Suma Teológica - Volume 2 - Ia IIæ","Santo Tomás de Aquino",Santo,Aquino,9788584910458,858491045X,"A Suma Teológica de Santo Tomás de Aquino é um dos tratados teológicos mais notáveis, abrangentes e indispensáveis de toda a história do cristianismo e do pensamento ocidental como um todo. Quase oito séculos depois de escrita, ela permanece sendo referência absoluta não só a neófitos, mas também aos mais exímios filósofos e teólogos. Esta edição unilíngue, fruto da parceria das editoras Ecclesiae e Permanência, republica a clássica e celebrada tradução do Dr. Alexandre Correia, primeira em língua portuguesa, em 5 volumes (incluindo o Suplemento).",Ecclesiae,2016-01-01,"Suma Teológica",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Suma Teológica - Volume 3 - IIa IIæ","Santo Tomás de Aquino",Santo,Aquino,9788584910465,8584910468,"A Suma Teológica de Santo Tomás de Aquino é um dos tratados teológicos mais notáveis, abrangentes e indispensáveis de toda a história do cristianismo e do pensamento ocidental como um todo. Quase oito séculos depois de escrita, ela permanece sendo referência absoluta não só a neófitos, mas também aos mais exímios filósofos e teólogos. Esta edição unilíngue, fruto da parceria das editoras Ecclesiae e Permanência, republica a clássica e celebrada tradução do Dr. Alexandre Correia, primeira em língua portuguesa, em 5 volumes (incluindo o Suplemento).",Ecclesiae,2016-01-01,"Suma Teológica",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Suma Teológica - Volume 4 - IIIa PARS","Santo Tomás de Aquino",Santo,Aquino,9788584910472,8584910476,"A Suma Teológica de Santo Tomás de Aquino é um dos tratados teológicos mais notáveis, abrangentes e indispensáveis de toda a história do cristianismo e do pensamento ocidental como um todo. Quase oito séculos depois de escrita, ela permanece sendo referência absoluta não só a neófitos, mas também aos mais exímios filósofos e teólogos. Esta edição unilíngue, fruto da parceria das editoras Ecclesiae e Permanência, republica a clássica e celebrada tradução do Dr. Alexandre Correia, primeira em língua portuguesa, em 5 volumes (incluindo o Suplemento).",Ecclesiae,2016-01-01,"Suma Teológica",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Suma Teológica - Volume 5 - Suplemento","Santo Tomás de Aquino",Santo,Aquino,9788584910489,8584910484,"A Suma Teológica de Santo Tomás de Aquino é um dos tratados teológicos mais notáveis, abrangentes e indispensáveis de toda a história do cristianismo e do pensamento ocidental como um todo. Quase oito séculos depois de escrita, ela permanece sendo referência absoluta não só a neófitos, mas também aos mais exímios filósofos e teólogos. Esta edição unilíngue, fruto da parceria das editoras Ecclesiae e Permanência, republica a clássica e celebrada tradução do Dr. Alexandre Correia, primeira em língua portuguesa, em 5 volumes (incluindo o Suplemento).",Ecclesiae,2016-01-01,"Suma Teológica",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Suma Contra os Gentios","Santo Tomás de Aquino",Santo,Aquino,9788584910700,8584910700,"A Suma contra os gentios foi escrita por Santo Tomás de Aquino nos seus últimos anos de vida terrena, quando sua filosofia já estava suficientemente constituída e sua personalidade manifestava experiência e maturidade intelectual. Ela é sem dúvida um retrato fiel da maturidade do pensamento tomista. Esta edição da Suma contra os gentios foi traduzida por D. Odilão Moura, OSB, que valeu-se de uma tradução antiga feita por D. Ludgero Jaspers na década de 1930. A versão final ainda foi revisada pelo Prof. Dr. Luis Alberto de Boni. A Ecclesiae republica agora esta tradução, que havia sido publicada na década de 1990 em dois volumes, numa co-edição da Livraria Sulina Editora com a Escola Superior de Teologia São Lourenço de Brindes, da Universidade de Caxias do Sul. Recoloca-se assim em circulação no Brasil esta tradução consagrada de um dos textos mais importantes da história da filosofia.",Ecclesiae,2017-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Metafísica / Aristóteles - Volume I - Ensaio introdutório","Giovanni Reale",Giovanni,Reale,9788515023615,851502361X,"À primeira vista o leitor desta minha edição maior da Metafísica de Aristóteles que foi renovada completamente poderá pensar que exista total diferença com relação à precedente. Mas isso só em parte é verdade sobretudo no que se refere a certos complementos e à forma de apresentação. Com efeito não só não mudo minha interpretação precedente como a confirmo e a repito baseado numa série de conclusões dos estudos que desenvolvi nesse ínterim. As originárias cem páginas da Introdução quase se quadruplicaram e se tornaram uma verdadeira monografia. As páginas da tradução se duplicaram com texto grego ao lado.",Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Metafísica / Aristóteles - Volume II - Texto grego com tradução ao lado","Giovanni Reale",Giovanni,Reale,9788515024278,8515024276,"Segundo o autor, apresenta nestes três volumes, a edição maior renovada da Metafísica de Aristóteles (que na sua forma original remonta à segunda metade dos anos 1950 e aos anos 1960), com variadas ampliações, acréscimos e retoques, ademais do texto grego ao lado da tradução, contribuições preparadas por mim na segunda metade dos anos 1980 e nos primeiros anos 1990.",Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Metafísica / Aristóteles - Volume III - Sumários e Comentários","Giovanni Reale",Giovanni,Reale,9788515024285,8515024284,"All our books are brand New. We ship worldwide",Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"A Igreja dos Apóstolos e dos Mártires",Daniel-Rops,Daniel-Rops,Daniel-Rops,9788574650036,857465003X,"Volume I",Quadrante,1998-01-01,"História da Igreja",,,,,,,,,,,,,,,,,2018-07-21,1
book,"A Igreja das Catedrais e das Cruzadas",Daniel-Rops,Daniel-Rops,Daniel-Rops,9788574650050,8574650056,"Volume III",Quadrante,2012-01-01,"História da Igreja",,,,,,,,,,,,,,,,,2018-07-21,1
book,"A Igreja da Renascença e da Reforma (II)",Daniel-Rops,Daniel-Rops,Daniel-Rops,9788574650074,8574650072,"Volume V",,,"História da Igreja",,,,460,,,,,,,,,,,,,2018-07-21,1
